Order Date,Segment,Market,Sales,Profit
23-04-2011,Home Office,LATAM,48.9,17.6
04-06-2013,Consumer,LATAM,37.44,2.56
24-09-2014,Home Office,LATAM,20.124,-8.396
18-04-2012,Home Office,LATAM,34.98,9.06
14-05-2012,Corporate,EU,70.065,27.915
02-09-2014,Consumer,EU,49.56,5.94
29-10-2011,Consumer,EU,117,46.8
29-09-2011,Consumer,EU,53.55,4.23
12-11-2012,Consumer,EU,39.6,0
05-11-2014,Consumer,EU,51.696,-12.924
05-12-2013,Home Office,EU,34.29,14.67
12-11-2012,Home Office,EU,30.3,13.92
13-11-2012,Corporate,APAC,43.857,-18.423
02-08-2012,Corporate,APAC,47.04,17.4
16-06-2014,Consumer,APAC,33.93,-33.93
09-12-2011,Consumer,APAC,136.242,52.902
30-09-2013,Corporate,APAC,25.6626,-9.7074
11-11-2013,Consumer,APAC,36.354,8.304
30-09-2014,Consumer,APAC,30.756,-4.524
11-06-2012,Consumer,APAC,65.142,-10.698
19-11-2014,Consumer,APAC,38.76,10.44
27-12-2012,Home Office,US,113.328,35.415
07-12-2013,Consumer,US,35.89,16.1505
26-06-2012,Home Office,US,43.056,15.6078
23-11-2012,Consumer,US,44.1,20.727
03-10-2014,Corporate,US,21.984,-56.0592
16-06-2014,Corporate,Africa,24.51,5.61
03-07-2014,Consumer,EMEA,42.966,-93.114
06-05-2011,Corporate,EMEA,30.81,8.61
16-08-2013,Home Office,EMEA,54.66,2.73
27-09-2013,Home Office,EMEA,19.356,-14.034
12-06-2014,Corporate,EMEA,58.2,12.72
27-06-2014,Consumer,Canada,69.96,8.28
01-06-2011,Consumer,EMEA,20.712,-11.928
28-12-2011,Home Office,Africa,47.28,20.79
30-09-2014,Corporate,EMEA,86.52,-106.02
15-07-2011,Home Office,EMEA,23.184,-16.836
03-06-2014,Consumer,Africa,33.48,12.36
12-12-2013,Consumer,LATAM,69.07688,-57.62312
29-05-2013,Consumer,LATAM,45.6,18.56
27-10-2012,Consumer,LATAM,59.46,16.02
08-05-2014,Home Office,LATAM,26.88,12.9
20-06-2014,Home Office,LATAM,23.7,3.3
11-06-2014,Corporate,LATAM,49.38,-22.24
30-09-2013,Consumer,LATAM,55.86,10.56
27-04-2012,Corporate,EU,31.2,4.05
26-09-2013,Home Office,EU,55.38,4.38
29-11-2013,Corporate,EU,33.3,15.96
14-09-2011,Consumer,EU,273.3,13.65
04-11-2011,Corporate,EU,13.14,5.22
03-04-2013,Consumer,EU,120.48,22.8
27-04-2011,Corporate,EU,52.5,-35.7
08-09-2011,Corporate,APAC,77.3892,-5.6508
11-12-2014,Corporate,APAC,59.64,29.82
06-06-2012,Home Office,APAC,16.8,5.37
23-07-2013,Home Office,APAC,63.018,20.898
01-06-2012,Corporate,APAC,20.574,8.454
18-11-2014,Consumer,APAC,55.8,6.6
11-01-2014,Consumer,APAC,57.852,-6.768
20-12-2011,Corporate,APAC,48.96,7.83
08-10-2014,Consumer,APAC,83.16,19.32
02-05-2013,Consumer,APAC,31.86,3.66
18-01-2012,Consumer,APAC,49.284,-0.036
01-09-2012,Home Office,US,114.6,51.57
24-11-2013,Corporate,US,15.8,2.37
29-08-2014,Consumer,US,26.72,9.352
19-12-2011,Consumer,US,32.592,-7.7406
03-11-2014,Consumer,Africa,40.83,5.28
01-07-2013,Corporate,Africa,72,-153.6
06-11-2013,Corporate,Africa,8.181,-14.469
15-06-2011,Corporate,EMEA,29.16,8.43
16-12-2014,Consumer,EMEA,18.96,0.36
14-06-2014,Consumer,EMEA,30.69,0.6
23-11-2011,Corporate,Africa,54.9,15.36
20-08-2012,Corporate,Africa,16.14,2.73
26-09-2013,Corporate,Africa,48.48,6.3
14-05-2013,Consumer,EMEA,42.09,7.98
30-04-2011,Corporate,Africa,52.236,-45.324
21-10-2014,Corporate,LATAM,48.5,15
21-11-2014,Consumer,LATAM,26.628,3.528
08-07-2014,Consumer,LATAM,33.232,-6.248
16-09-2014,Home Office,LATAM,52.44,14.64
21-07-2014,Corporate,LATAM,26.82,0.24
01-11-2012,Corporate,LATAM,44.1,-2.24
26-09-2011,Home Office,LATAM,31.96,12.76
21-07-2014,Corporate,LATAM,36.96,-10.24
23-09-2014,Corporate,EU,27.78,3.84
10-07-2014,Consumer,EU,9.51,-8.19
22-06-2011,Consumer,EU,31.32,0.6
15-10-2013,Consumer,EU,30.93,9.57
16-09-2013,Consumer,EU,22.8,9.48
09-04-2011,Corporate,APAC,16.11,-15.48
01-11-2013,Consumer,APAC,42.12,4.2
24-09-2014,Home Office,APAC,30.213,10.053
14-06-2012,Consumer,APAC,40.83,1.62
08-09-2011,Corporate,APAC,34.6302,-26.8398
02-09-2013,Home Office,APAC,66,1.92
18-04-2012,Consumer,US,38.22,17.9634
22-01-2014,Home Office,US,35.784,-28.6272
13-07-2012,Consumer,US,11.808,4.2804
14-07-2011,Home Office,US,29.932,-46.3946
24-08-2013,Consumer,US,43.1,11.206
16-11-2011,Home Office,US,29.12,14.2688
09-04-2013,Home Office,US,25.92,12.7008
20-11-2011,Corporate,US,34.74,17.37
16-08-2012,Corporate,US,31.176,-5.4558
26-06-2013,Home Office,EMEA,134.82,0
23-08-2014,Consumer,EMEA,54.18,27.06
29-11-2012,Corporate,Canada,26.37,10.8
23-04-2014,Consumer,Africa,34.56,4.08
13-06-2012,Corporate,Africa,52.92,24.33
26-07-2014,Consumer,EMEA,93.84,31.8
04-05-2012,Consumer,EMEA,42,-28.44
10-09-2014,Consumer,EMEA,73.044,-58.446
11-08-2014,Consumer,EMEA,74.49,28.29
17-11-2012,Corporate,LATAM,20.496,7.656
15-09-2012,Consumer,LATAM,31.248,-6.272
25-09-2014,Consumer,LATAM,62.36,11.84
28-08-2014,Corporate,LATAM,31.08,11.48
21-11-2012,Consumer,LATAM,39.096,-18.904
04-10-2012,Consumer,LATAM,50.4,21.6
04-12-2013,Home Office,LATAM,39.4,5.1
27-03-2014,Consumer,LATAM,457.8,54.9
21-09-2013,Corporate,EU,44.37,-29.34
31-12-2014,Home Office,EU,22.86,-6.42
31-01-2013,Corporate,EU,47.88,2.79
23-11-2011,Corporate,APAC,30,6.3
22-01-2014,Corporate,APAC,39.285,5.175
18-05-2011,Home Office,APAC,53.568,-2.412
24-04-2014,Consumer,APAC,45.492,15.492
16-09-2014,Consumer,APAC,80.028,14.148
15-09-2013,Consumer,APAC,16.74,0.66
12-08-2012,Home Office,APAC,45.045,-16.425
02-12-2014,Consumer,APAC,21.465,-14.985
27-03-2013,Corporate,APAC,94.8,19.8
08-11-2013,Corporate,US,37.44,11.7
07-09-2013,Consumer,US,31.86,11.151
27-05-2013,Consumer,US,10.368,3.6288
23-04-2011,Home Office,US,281.372,-12.0588
24-09-2012,Consumer,US,24.424,7.9378
10-10-2013,Home Office,EMEA,109.74,35.1
15-09-2011,Consumer,EMEA,39.96,2.37
19-12-2014,Consumer,Africa,15.51,0.45
15-06-2012,Corporate,EMEA,28.47,13.65
05-09-2012,Consumer,EMEA,58.44,7.56
19-08-2014,Consumer,Africa,29.52,-26.58
16-08-2014,Consumer,EMEA,58.32,16.86
25-05-2012,Home Office,Africa,49.26,4.92
25-03-2011,Consumer,EMEA,25.8,11.07
15-12-2014,Home Office,LATAM,21.18,1.86
03-10-2014,Corporate,LATAM,40.44,-40.44
17-09-2013,Home Office,EU,61.8,6.15
04-06-2013,Home Office,EU,44.856,-6.174
06-07-2012,Corporate,EU,22.68,3.36
26-08-2014,Consumer,EU,131.85,26.25
05-02-2014,Consumer,EU,21.96,9.66
02-10-2014,Corporate,EU,42.714,16.554
17-07-2012,Corporate,EU,98.388,-5.472
09-12-2013,Corporate,EU,43.56,1.71
18-06-2012,Consumer,APAC,63.27,11.97
22-10-2014,Consumer,APAC,69.6,-4.32
14-11-2012,Home Office,APAC,88.2,41.43
03-03-2013,Consumer,APAC,62.0646,3.3846
25-08-2011,Corporate,APAC,46.134,-13.446
04-09-2014,Corporate,APAC,17.712,-0.408
28-09-2011,Corporate,APAC,44.34,11.94
02-04-2013,Consumer,US,30.48,7.9248
16-04-2012,Corporate,US,55.47,-46.225
23-04-2013,Consumer,US,31.56,10.4148
18-11-2014,Consumer,US,35.04,12.264
15-05-2014,Corporate,US,37.2,9.3
12-10-2013,Consumer,US,27.72,3.465
07-11-2013,Consumer,EMEA,52.2,23.94
08-01-2013,Consumer,Africa,48.93,14.67
05-04-2013,Consumer,EMEA,48.87,14.16
21-06-2013,Consumer,EMEA,47.61,9.03
17-05-2011,Consumer,Africa,14.4,-17.76
30-12-2011,Consumer,EMEA,53.28,4.74
09-08-2011,Consumer,Africa,42.48,-75.06
14-04-2013,Consumer,EMEA,82.98,13.26
25-08-2014,Home Office,Africa,32.328,-25.872
09-05-2013,Consumer,EMEA,27.96,1.11
23-06-2014,Corporate,EMEA,26.94,12.39
31-12-2014,Consumer,LATAM,35.2,9.12
07-10-2013,Consumer,LATAM,33.312,6.632
01-09-2014,Home Office,LATAM,99.36,32.76
19-05-2014,Corporate,LATAM,41.52,-1.4
09-12-2013,Consumer,LATAM,22.12,2.84
02-09-2014,Consumer,LATAM,32,13.76
10-10-2014,Corporate,LATAM,47.58,15.18
08-08-2014,Consumer,EU,50.25,24.6
10-06-2011,Corporate,EU,45.45,5.4
13-08-2014,Corporate,EU,122.55,48.9
22-06-2011,Corporate,EU,27.09,13.53
15-09-2011,Corporate,EU,59.616,-2.664
31-08-2011,Consumer,EU,50.28,15.48
20-09-2014,Consumer,EU,25.776,-14.904
10-12-2014,Home Office,APAC,27.9015,-9.6585
06-09-2013,Consumer,APAC,25.065,-8.595
03-03-2014,Consumer,APAC,54.0918,-43.1082
22-10-2014,Consumer,APAC,76.65,22.2
17-09-2012,Corporate,US,21.936,-10.4196
03-12-2014,Home Office,US,45.66,-33.484
18-10-2011,Corporate,US,52.512,19.692
11-10-2012,Consumer,US,31.95,2.2365
02-05-2013,Consumer,US,11.16,4.3524
02-11-2011,Corporate,US,41.94,15.0984
28-08-2012,Consumer,US,41.36,13.959
10-02-2011,Home Office,EMEA,169.68,30.54
27-01-2011,Consumer,Africa,16.59,2.46
22-08-2012,Corporate,EMEA,50.28,0.99
03-04-2012,Consumer,EMEA,37.608,-53.592
06-01-2012,Corporate,Africa,24.69,1.95
01-03-2012,Home Office,LATAM,39.68,0.36
22-08-2011,Corporate,LATAM,33.56,4.68
17-07-2014,Consumer,LATAM,17.028,-4.272
03-06-2011,Consumer,LATAM,60.56,26.04
25-12-2014,Corporate,EU,23.73,-21
27-08-2014,Home Office,EU,53.64,15
25-08-2014,Consumer,EU,119.43,46.53
06-08-2012,Home Office,EU,11.49,2.16
09-01-2014,Corporate,EU,145.962,-63.288
22-11-2012,Consumer,EU,46.35,20.25
03-01-2014,Consumer,EU,30.03,14.7
23-12-2013,Consumer,APAC,59.25,10.05
31-08-2012,Corporate,APAC,95.472,29.652
11-09-2013,Home Office,APAC,27.6378,6.7578
23-05-2011,Consumer,APAC,38.88,-0.12
04-01-2014,Consumer,APAC,29.49,6.48
28-08-2012,Consumer,APAC,49.842,4.422
13-07-2013,Consumer,APAC,16.74,1.98
17-03-2012,Corporate,US,33.82,9.1314
02-04-2012,Consumer,US,50.12,-0.6265
12-09-2011,Home Office,US,40.56,12.9792
07-10-2014,Corporate,US,40.99,20.0851
22-08-2013,Corporate,US,47.52,21.384
21-11-2012,Corporate,US,16.52,5.369
15-01-2011,Consumer,Africa,44.874,-56.856
08-05-2014,Consumer,Africa,127.89,15.33
09-12-2013,Consumer,Africa,22.74,6.36
05-07-2014,Corporate,EMEA,22.8,3.42
15-07-2013,Home Office,Africa,10.71,-22.17
01-05-2014,Corporate,Africa,50.004,-88.416
30-08-2011,Consumer,EMEA,42.96,17.16
27-09-2012,Consumer,Africa,16.14,2.73
09-10-2014,Consumer,LATAM,30.852,-32.928
24-11-2011,Corporate,LATAM,44.352,-1.708
07-06-2013,Consumer,LATAM,60.576,-6.144
26-12-2013,Consumer,LATAM,15.76,2.96
07-11-2011,Corporate,LATAM,35.08,12.62
18-11-2014,Corporate,LATAM,16.74,-1.98
24-05-2013,Consumer,LATAM,58.2,1.68
10-12-2013,Consumer,LATAM,31.62,12
29-12-2014,Home Office,LATAM,36.14,3.24
10-11-2012,Consumer,EU,72.6,2.85
22-08-2011,Consumer,EU,20.97,10.26
09-02-2012,Corporate,EU,236.1,115.68
28-11-2012,Consumer,APAC,42.1575,-3.2025
10-03-2014,Corporate,APAC,21.96,-9.72
21-05-2014,Consumer,APAC,51.3,13.32
18-06-2012,Consumer,APAC,67.365,-1.635
28-04-2014,Consumer,APAC,53.352,8.232
06-10-2013,Consumer,APAC,30.213,11.673
16-06-2014,Corporate,APAC,30.3,9.36
07-03-2012,Consumer,APAC,42.039,16.809
30-05-2013,Consumer,US,22.75,11.375
22-11-2013,Corporate,US,40.46,19.8254
30-03-2013,Home Office,US,45.528,15.9348
22-08-2014,Home Office,US,91.92,31.2528
25-12-2014,Corporate,US,37.93,6.8274
09-05-2013,Consumer,US,17.94,8.073
16-10-2011,Consumer,US,14.352,5.0232
21-09-2014,Consumer,US,59.97,20.3898
17-05-2012,Consumer,US,55.6,16.124
08-06-2011,Corporate,EMEA,12.69,5.82
06-01-2014,Consumer,Africa,56.808,-72.072
18-09-2014,Corporate,EMEA,46.59,22.35
17-11-2012,Consumer,EMEA,69.84,21.6
03-06-2014,Consumer,EMEA,34.92,14.28
11-08-2014,Consumer,EMEA,37.86,11.34
23-12-2014,Corporate,Canada,33.6,10.08
21-08-2014,Consumer,Africa,52.98,0.51
08-12-2011,Consumer,Africa,27,8.64
18-12-2013,Corporate,EMEA,12.21,0
21-09-2012,Consumer,LATAM,26.08,5.52
04-07-2013,Consumer,LATAM,19.92,4.76
28-10-2014,Corporate,LATAM,34.08,15.28
06-09-2013,Consumer,LATAM,29.22,10.5
14-11-2012,Corporate,LATAM,52.8,6.24
30-06-2011,Corporate,LATAM,86.96,22.6
22-03-2013,Consumer,LATAM,46.98,9.86
11-03-2011,Consumer,LATAM,44.46,8.4
25-11-2013,Consumer,LATAM,40.2,17.6
21-11-2013,Consumer,LATAM,67.536,-1.704
11-03-2013,Home Office,LATAM,62.56,18.76
30-09-2013,Corporate,LATAM,44.48,17.28
13-11-2014,Home Office,LATAM,21,10.5
02-05-2014,Home Office,EU,36.72,-5.52
27-11-2014,Consumer,EU,70.05,25.8
12-05-2014,Corporate,EU,21.06,4.8
24-06-2011,Corporate,EU,54.432,-3.078
09-04-2011,Corporate,EU,16.95,-4.77
07-07-2014,Corporate,EU,36.51,5.46
12-08-2014,Home Office,EU,55.98,18.42
06-12-2011,Consumer,APAC,54.99,4.32
17-10-2014,Consumer,APAC,85.59,23.04
31-12-2012,Home Office,APAC,41.67,17.01
25-01-2014,Consumer,APAC,45.69,18.72
26-10-2011,Consumer,APAC,48.195,19.275
15-06-2013,Consumer,APAC,57.45,2.25
08-07-2014,Corporate,APAC,29.904,7.044
30-07-2013,Corporate,APAC,83.28,32.4
09-07-2014,Consumer,US,50,10.5
26-12-2014,Consumer,US,39.312,12.7764
12-11-2012,Corporate,US,15.7,7.065
14-08-2013,Corporate,US,241.96,24.196
28-11-2012,Corporate,US,68.16,27.9456
22-10-2013,Consumer,US,111.672,6.9795
10-03-2013,Consumer,US,17.94,8.7906
29-08-2013,Corporate,US,18.432,-12.288
29-10-2014,Consumer,US,21.93,10.3071
06-08-2012,Corporate,US,56.704,19.1376
10-05-2014,Consumer,Africa,27.66,10.2
08-05-2014,Consumer,Africa,29.58,5.01
27-09-2012,Home Office,EMEA,21.864,-30.066
22-12-2014,Corporate,Africa,47.28,16.8
07-05-2012,Consumer,Africa,26.46,8.46
26-08-2013,Home Office,EMEA,74.808,-32.472
28-10-2014,Corporate,Africa,29.01,3.18
05-11-2012,Consumer,LATAM,20.808,2.028
03-09-2014,Consumer,LATAM,65.76,12.48
22-08-2012,Corporate,LATAM,51.9,23.3
26-05-2012,Corporate,EU,42.039,16.749
14-06-2011,Consumer,EU,36.936,6.456
22-11-2012,Consumer,EU,27.3,3.78
02-04-2012,Consumer,APAC,14.877,2.457
18-10-2013,Consumer,APAC,26.928,-14.202
13-06-2014,Consumer,APAC,67.716,-1.524
29-04-2013,Consumer,APAC,21.0675,-11.5425
02-10-2013,Corporate,APAC,76.74,9.18
20-05-2011,Home Office,APAC,70.785,9.405
16-12-2011,Corporate,APAC,100.32,19.02
16-12-2013,Home Office,APAC,91.08,21.78
24-11-2012,Consumer,US,79.76,22.3328
05-05-2014,Consumer,US,32.4,15.552
15-06-2012,Consumer,US,40.256,11.0704
21-11-2013,Consumer,US,128.4,62.916
09-06-2012,Consumer,US,38.52,-26.964
03-10-2013,Corporate,US,33.96,9.5088
31-05-2014,Home Office,US,35.36,-3.094
31-12-2014,Consumer,EMEA,32.592,-25.278
08-08-2014,Corporate,EMEA,25.8,10.02
24-01-2014,Consumer,EMEA,44.7,8.49
27-06-2011,Corporate,EMEA,40.32,1.98
26-05-2014,Corporate,Africa,43.8,13.56
26-04-2013,Consumer,Africa,34.29,13.35
26-06-2013,Consumer,LATAM,41.9,7.9
20-04-2012,Consumer,LATAM,24.78,5.94
19-02-2013,Corporate,LATAM,33.8,-10.2
19-07-2013,Corporate,LATAM,69.12,2.76
17-05-2013,Corporate,LATAM,111.06,24.42
10-10-2013,Home Office,LATAM,157,18.8
15-10-2012,Consumer,LATAM,22.448,-12.352
20-08-2013,Consumer,EU,56.52,11.82
18-08-2014,Consumer,EU,83.88,-41.94
09-08-2012,Home Office,EU,33.93,2.97
30-03-2011,Consumer,APAC,42.795,1.095
14-12-2011,Corporate,APAC,28.08,0.48
06-10-2011,Home Office,APAC,34.92,13.95
20-03-2012,Home Office,APAC,93.6,4.68
24-11-2013,Consumer,APAC,50.4,10.98
12-07-2013,Consumer,APAC,48.384,-5.796
28-11-2012,Corporate,US,53.92,4.044
21-08-2014,Corporate,US,40.29,10.4754
05-04-2011,Corporate,US,22.96,7.5768
14-11-2013,Corporate,US,36.63,9.8901
28-11-2011,Home Office,US,41.4,19.872
04-12-2014,Consumer,US,16.192,4.6552
07-09-2011,Corporate,US,83.92,31.47
04-11-2014,Consumer,US,55.984,4.1988
06-12-2013,Corporate,EMEA,28.38,5.37
06-08-2011,Consumer,EMEA,79.92,32.76
19-04-2013,Home Office,Africa,33,8.22
11-08-2011,Corporate,EMEA,37.14,16.71
21-05-2011,Consumer,Canada,28.23,0
30-01-2013,Home Office,Africa,31.95,11.82
03-07-2014,Consumer,Africa,8.568,-6.912
05-06-2014,Consumer,Africa,52.92,24.33
29-12-2014,Consumer,LATAM,11.92,4.16
22-05-2013,Consumer,LATAM,18.06,1.54
23-09-2011,Home Office,LATAM,9.66,0.28
29-09-2014,Home Office,LATAM,30.64,3.6
27-09-2011,Consumer,LATAM,78.12,35.92
12-08-2013,Consumer,EU,108.78,35.7
17-10-2012,Corporate,EU,89.73,35.82
13-05-2013,Consumer,EU,43.92,15.36
14-01-2014,Corporate,EU,72.471,-11.949
06-08-2014,Corporate,EU,31.02,0.9
03-07-2014,Consumer,EU,22.092,-5.688
08-12-2011,Corporate,EU,45.99,2.25
23-07-2011,Corporate,APAC,42.1308,11.0508
17-12-2012,Corporate,APAC,40.32,18.54
22-05-2014,Corporate,APAC,38.28,1.32
17-10-2014,Corporate,APAC,31.5456,-0.0144
21-08-2014,Corporate,APAC,28.8108,-5.4792
16-05-2014,Consumer,APAC,23.787,3.147
24-06-2014,Corporate,APAC,40.92,13.89
10-12-2013,Consumer,APAC,57.168,-15.252
11-12-2014,Consumer,US,10.368,3.6288
21-12-2014,Corporate,US,50.352,17.6232
24-06-2013,Consumer,US,21.93,10.3071
03-09-2014,Consumer,US,18.72,6.552
28-02-2011,Consumer,US,19.456,3.4048
22-07-2011,Consumer,US,26.632,1.3316
27-06-2014,Home Office,Africa,40.14,10.26
14-08-2013,Consumer,EMEA,48,5.76
27-06-2014,Corporate,EMEA,43.8,13.56
24-12-2014,Corporate,Africa,13.716,-16.944
18-09-2012,Home Office,EMEA,35.34,3.48
12-07-2014,Corporate,EMEA,12.54,5.88
03-09-2013,Consumer,Africa,30.312,-41.448
07-07-2014,Consumer,EMEA,23.928,-23.352
10-09-2013,Corporate,LATAM,42.408,-24.032
27-05-2011,Consumer,LATAM,67.44,19.44
14-12-2012,Consumer,LATAM,32.26,10.32
24-10-2012,Corporate,LATAM,23.88,1.38
14-09-2013,Consumer,LATAM,47.68,-35.76
08-03-2013,Consumer,LATAM,40.608,2.988
09-05-2012,Corporate,LATAM,79.296,-0.064
14-08-2013,Corporate,LATAM,44.48,17.28
28-11-2011,Consumer,EU,27.15,-5.55
07-05-2014,Home Office,EU,33.18,15.24
16-04-2012,Consumer,EU,83.34,-55.08
12-01-2012,Consumer,APAC,38.43,8.82
01-12-2011,Consumer,APAC,55.0128,12.7728
12-05-2011,Corporate,APAC,53.5035,-0.0465
06-11-2013,Consumer,APAC,41.2344,-1.5156
11-05-2012,Corporate,APAC,105.6,52.8
26-12-2014,Consumer,APAC,98.7471,2.6271
28-09-2012,Consumer,APAC,41.553,-4.617
09-04-2013,Corporate,APAC,15.876,-2.124
30-12-2014,Consumer,US,393.568,-44.2764
10-11-2011,Consumer,US,39.84,18.3264
04-11-2013,Consumer,US,20,9.6
26-11-2011,Home Office,US,81.98,40.1702
05-09-2013,Consumer,US,12.192,4.1148
26-04-2011,Home Office,US,21.4,6.206
04-02-2014,Home Office,US,22.2,-26.085
05-02-2011,Corporate,US,17.248,6.0368
30-06-2014,Consumer,US,21.392,-54.5496
21-05-2013,Consumer,EMEA,35.04,10.86
17-04-2014,Home Office,EMEA,59.64,12.48
03-06-2014,Consumer,EMEA,66.6,31.92
27-09-2012,Corporate,Africa,38.28,8.4
20-09-2013,Corporate,EMEA,47.28,4.08
26-12-2013,Consumer,Africa,37.5,17.22
06-01-2012,Consumer,EMEA,65.88,27
05-04-2014,Consumer,LATAM,35.06,16.46
08-10-2014,Consumer,LATAM,34.68,14.2
19-07-2011,Consumer,LATAM,16.76,6.2
31-03-2011,Corporate,LATAM,23.46,9.36
15-09-2012,Consumer,LATAM,31.6,0.6
10-12-2012,Consumer,EU,35.34,3.48
26-10-2011,Consumer,EU,48.93,4.38
21-04-2011,Consumer,EU,38.7,9.9
06-05-2013,Home Office,EU,30.66,1.5
26-06-2012,Consumer,EU,22.47,0
21-06-2012,Consumer,APAC,25.08,8.25
22-02-2012,Consumer,APAC,156.897,47.007
29-10-2014,Corporate,APAC,31.08,9
30-04-2012,Corporate,APAC,66,21.75
04-10-2014,Consumer,APAC,34.4925,1.3725
27-08-2012,Consumer,APAC,91.152,4.512
22-04-2011,Home Office,APAC,25.056,-3.804
26-06-2012,Consumer,APAC,45.972,-29.928
21-06-2011,Consumer,US,95.968,28.7904
05-06-2014,Home Office,US,9.54,4.3884
09-07-2011,Home Office,US,41.904,14.1426
08-11-2012,Corporate,US,39.879,-29.2446
25-09-2014,Home Office,US,31.08,15.2292
30-06-2014,Consumer,EMEA,54.69,5.46
17-12-2013,Corporate,EMEA,57.516,-81.984
13-06-2012,Consumer,Africa,14.88,1.92
21-06-2013,Consumer,EMEA,22.8,9.48
03-06-2013,Consumer,Africa,39.75,1.59
04-04-2013,Consumer,Africa,32.22,-75.18
01-05-2012,Corporate,LATAM,21.96,-1.48
13-10-2011,Corporate,LATAM,66.88,28.72
05-03-2014,Corporate,LATAM,53.472,-25.088
30-12-2013,Corporate,LATAM,42.08,13.88
21-02-2014,Corporate,LATAM,34.4,2.4
12-12-2012,Consumer,LATAM,39.22,4.3
18-09-2014,Consumer,LATAM,97.392,26.772
10-04-2012,Consumer,EU,23.85,10.2
23-08-2012,Corporate,EU,87.3,35.7
12-08-2014,Corporate,EU,117.96,24.72
01-03-2011,Home Office,EU,146.52,0
21-11-2014,Corporate,EU,28.98,9.54
27-05-2014,Consumer,APAC,67.23,26.13
09-07-2014,Consumer,APAC,87.42,32.34
18-07-2011,Home Office,APAC,34.0326,0.9126
15-10-2012,Consumer,APAC,103.38,40.26
21-06-2011,Consumer,APAC,50.67,10.62
10-09-2012,Home Office,APAC,56.76,3.96
08-09-2014,Corporate,APAC,58.536,-15.624
05-02-2013,Home Office,US,9.45,0.189
09-05-2013,Consumer,US,10.688,3.7408
07-09-2011,Corporate,US,42.368,8.4736
11-11-2013,Consumer,US,41.86,10.465
13-11-2012,Consumer,US,42.28,19.8716
11-05-2011,Corporate,US,35.91,9.6957
16-03-2012,Corporate,US,43.13,18.1146
15-12-2014,Consumer,US,39.264,-4.908
27-11-2014,Consumer,Canada,46.41,21.81
30-06-2014,Consumer,EMEA,39.54,16.56
16-03-2013,Consumer,Canada,26.1,6.78
03-07-2012,Consumer,Africa,37.86,13.62
10-12-2014,Consumer,Africa,44.4,10.56
17-06-2013,Consumer,Africa,23.25,4.41
29-01-2011,Corporate,Africa,43.92,16.23
28-11-2011,Consumer,Africa,22.11,3.96
03-07-2014,Consumer,EMEA,20.016,-21.384
13-03-2014,Consumer,LATAM,40.4,9.28
25-04-2013,Corporate,LATAM,24.408,-4.912
15-11-2011,Consumer,LATAM,32.62,11.08
17-09-2013,Corporate,LATAM,76.368,-44.552
28-10-2014,Consumer,LATAM,39.54,1.92
28-10-2014,Corporate,LATAM,33.88,15.54
14-11-2012,Corporate,LATAM,45.1,16.6
03-10-2013,Corporate,LATAM,25.356,4.216
11-03-2011,Consumer,LATAM,27.036,-14.004
04-10-2012,Consumer,LATAM,48.72,23.34
06-08-2014,Consumer,EU,58.56,2.88
09-04-2014,Consumer,EU,14.82,6.66
25-12-2013,Consumer,EU,37.98,13.62
07-08-2014,Consumer,EU,59.4,23.76
07-03-2012,Consumer,EU,64.719,-5.841
01-08-2013,Corporate,EU,68.04,28.56
01-02-2011,Corporate,EU,21.39,0
26-09-2013,Consumer,EU,42.03,15.48
14-12-2011,Consumer,APAC,37.8102,-10.7298
29-09-2014,Home Office,APAC,49.44,21.24
14-11-2014,Home Office,APAC,22.7052,-4.2948
10-06-2014,Consumer,APAC,60.57,28.44
19-04-2011,Consumer,APAC,29.04,5.16
29-10-2012,Corporate,APAC,59.22,5.28
19-02-2014,Consumer,APAC,28.917,0.567
15-09-2014,Consumer,APAC,160.1985,-43.9515
15-07-2013,Corporate,US,41.86,10.465
02-09-2011,Consumer,US,19.9,8.955
26-03-2014,Corporate,US,90.99,14.5584
06-06-2013,Consumer,US,21.552,7.0044
13-09-2012,Consumer,US,69.93,31.4685
10-07-2012,Consumer,US,39.92,12.974
26-03-2011,Corporate,US,27.936,9.4284
25-01-2013,Corporate,US,43.12,15.092
18-01-2014,Corporate,EMEA,44.964,-52.836
23-06-2012,Corporate,EMEA,37.128,-9.312
15-09-2012,Corporate,Africa,38.7,4.2
20-01-2013,Home Office,EMEA,42.06,21.03
03-02-2011,Consumer,Africa,25.488,-22.962
14-05-2014,Consumer,LATAM,37.66,14.56
10-12-2014,Consumer,LATAM,36.9,4.4
10-10-2013,Home Office,LATAM,52.68,14.22
09-12-2011,Consumer,LATAM,27.2,4
14-06-2011,Corporate,EU,50.76,16.74
04-02-2011,Home Office,EU,27.36,5.94
30-10-2012,Corporate,EU,78.3,28.08
24-01-2011,Home Office,EU,27.63,4.14
15-11-2013,Consumer,EU,21.96,7.68
15-12-2011,Corporate,APAC,46.53,-27.03
06-09-2014,Consumer,APAC,18.6348,-15.9252
14-12-2011,Consumer,APAC,28.302,1.062
12-08-2013,Corporate,APAC,33.39,2.25
09-05-2013,Consumer,APAC,36.78,4.38
26-08-2011,Home Office,APAC,45.633,-31.017
07-12-2012,Consumer,APAC,42.1308,0.9708
16-01-2014,Consumer,APAC,32.31,12.6
04-06-2014,Corporate,US,35.168,9.6712
